,600008.SH,600021.SH,600022.SH,600027.SH,600032.SH,600038.SH,600056.SH,600060.SH,600062.SH,600066.SH,600079.SH,600095.SH,600096.SH,600109.SH,600118.SH,600126.SH,600131.SH,600141.SH,600143.SH,600153.SH,600155.SH,600157.SH,600160.SH,600161.SH,600166.SH,600167.SH,600170.SH,600171.SH,600177.SH,600195.SH,600208.SH,600258.SH,600259.SH,600271.SH,600282.SH,600297.SH,600298.SH,600299.SH,600315.SH,600316.SH,600325.SH,600329.SH,600339.SH,600348.SH,600350.SH,600352.SH,600369.SH,600372.SH,600373.SH,600377.SH,600378.SH,600380.SH,600390.SH,600392.SH,600398.SH,600399.SH,600409.SH,600415.SH,600416.SH,600418.SH,600435.SH,600481.SH,600482.SH,600486.SH,600487.SH,600489.SH,600497.SH,600498.SH,600499.SH,600500.SH,600507.SH,600511.SH,600516.SH,600517.SH,600521.SH,600528.SH,600529.SH,600535.SH,600536.SH,600546.SH,600549.SH,600556.SH,600563.SH,600566.SH,600580.SH,600582.SH,600597.SH,600598.SH,600623.SH,600637.SH,600642.SH,600655.SH,600663.SH,600667.SH,600673.SH,600699.SH,600704.SH,600705.SH,600707.SH,600718.SH,600737.SH,600739.SH,600755.SH,600764.SH,600765.SH,600782.SH,600801.SH,600808.SH,600820.SH,600827.SH,600839.SH,600848.SH,600859.SH,600862.SH,600863.SH,600867.SH,600871.SH,600873.SH,600879.SH,600885.SH,600895.SH,600901.SH,600906.SH,600909.SH,600927.SH,600928.SH,600956.SH,600959.SH,600967.SH,600968.SH,600970.SH,600985.SH,600988.SH,600995.SH,600998.SH,601000.SH,601005.SH,601016.SH,601058.SH,601077.SH,601098.SH,601106.SH,601108.SH,601118.SH,601128.SH,601136.SH,601139.SH,601156.SH,601158.SH,601162.SH,601168.SH,601179.SH,601187.SH,601198.SH,601228.SH,601231.SH,601233.SH,601298.SH,601456.SH,601555.SH,601568.SH,601577.SH,601598.SH,601608.SH,601611.SH,601636.SH,601665.SH,601666.SH,601696.SH,601717.SH,601718.SH,601778.SH,601828.SH,601866.SH,601869.SH,601880.SH,601928.SH,601958.SH,601966.SH,601969.SH,601990.SH,601991.SH,601992.SH,601997.SH,603000.SH,603026.SH,603056.SH,603077.SH,603127.SH,603156.SH,603160.SH,603218.SH,603225.SH,603228.SH,603233.SH,603267.SH,603317.SH,603338.SH,603355.SH,603379.SH,603444.SH,603456.SH,603517.SH,603529.SH,603568.SH,603589.SH,603596.SH,603638.SH,603650.SH,603658.SH,603688.SH,603707.SH,603712.SH,603737.SH,603786.SH,603816.SH,603826.SH,603858.SH,603866.SH,603868.SH,603882.SH,603883.SH,603885.SH,603893.SH,603927.SH,603939.SH,605358.SH,688002.SH,688006.SH,688009.SH,688029.SH,688052.SH,688072.SH,688082.SH,688099.SH,688105.SH,688107.SH,688116.SH,688169.SH,688185.SH,688188.SH,688200.SH,688208.SH,688220.SH,688234.SH,688248.SH,688256.SH,688276.SH,688281.SH,688289.SH,688295.SH,688301.SH,688385.SH,688390.SH,688516.SH,688520.SH,688521.SH,688536.SH,688538.SH,688567.SH,688690.SH,688772.SH,688777.SH,688778.SH,688779.SH,688819.SH,689009.SH,000009.SZ,000012.SZ,000021.SZ,000027.SZ,000031.SZ,000039.SZ,000050.SZ,000060.SZ,000066.SZ,000089.SZ,000155.SZ,000156.SZ,000400.SZ,000401.SZ,000402.SZ,000415.SZ,000423.SZ,000513.SZ,000519.SZ,000537.SZ,000547.SZ,000553.SZ,000559.SZ,000563.SZ,000581.SZ,000591.SZ,000598.SZ,000623.SZ,000629.SZ,000630.SZ,000636.SZ,000683.SZ,000703.SZ,000709.SZ,000728.SZ,000729.SZ,000738.SZ,000739.SZ,000750.SZ,000778.SZ,000783.SZ,000785.SZ,000807.SZ,000825.SZ,000830.SZ,000831.SZ,000869.SZ,000878.SZ,000883.SZ,000887.SZ,000893.SZ,000898.SZ,000930.SZ,000932.SZ,000933.SZ,000937.SZ,000958.SZ,000959.SZ,000960.SZ,000967.SZ,000970.SZ,000975.SZ,000987.SZ,000988.SZ,000997.SZ,000998.SZ,001203.SZ,001227.SZ,001872.SZ,001914.SZ,002008.SZ,002010.SZ,002019.SZ,002025.SZ,002028.SZ,002030.SZ,002032.SZ,002056.SZ,002065.SZ,002078.SZ,002080.SZ,002081.SZ,002092.SZ,002110.SZ,002128.SZ,002131.SZ,002138.SZ,002152.SZ,002153.SZ,002155.SZ,002156.SZ,002183.SZ,002185.SZ,002192.SZ,002195.SZ,002203.SZ,002221.SZ,002223.SZ,002240.SZ,002244.SZ,002249.SZ,002250.SZ,002266.SZ,002268.SZ,002273.SZ,002281.SZ,002294.SZ,002299.SZ,002326.SZ,002340.SZ,002353.SZ,002368.SZ,002372.SZ,002373.SZ,002384.SZ,002385.SZ,002399.SZ,002407.SZ,002408.SZ,002409.SZ,002422.SZ,002423.SZ,002429.SZ,002430.SZ,002432.SZ,002439.SZ,002444.SZ,002463.SZ,002465.SZ,002468.SZ,002487.SZ,002497.SZ,002500.SZ,002505.SZ,002506.SZ,002507.SZ,002508.SZ,002511.SZ,002518.SZ,002531.SZ,002532.SZ,002557.SZ,002563.SZ,002568.SZ,002572.SZ,002595.SZ,002600.SZ,002608.SZ,002624.SZ,002625.SZ,002653.SZ,002670.SZ,002673.SZ,002683.SZ,002690.SZ,002705.SZ,002738.SZ,002739.SZ,002745.SZ,002761.SZ,002791.SZ,002797.SZ,002831.SZ,002850.SZ,002867.SZ,002901.SZ,002925.SZ,002926.SZ,002936.SZ,002939.SZ,002945.SZ,002958.SZ,002966.SZ,002985.SZ,003035.SZ,300001.SZ,300003.SZ,300009.SZ,300012.SZ,300017.SZ,300024.SZ,300026.SZ,300037.SZ,300058.SZ,300070.SZ,300073.SZ,300088.SZ,300115.SZ,300118.SZ,300136.SZ,300144.SZ,300146.SZ,300182.SZ,300212.SZ,300244.SZ,300251.SZ,300253.SZ,300257.SZ,300285.SZ,300296.SZ,300308.SZ,300357.SZ,300363.SZ,300373.SZ,300383.SZ,300390.SZ,300395.SZ,300418.SZ,300438.SZ,300442.SZ,300474.SZ,300482.SZ,300487.SZ,300529.SZ,300558.SZ,300568.SZ,300595.SZ,300604.SZ,300618.SZ,300676.SZ,300677.SZ,300682.SZ,300699.SZ,300724.SZ,300741.SZ,300748.SZ,300776.SZ,300832.SZ,300850.SZ,300861.SZ,300866.SZ,300888.SZ,301029.SZ
2019/3/31,"175,045,798.7500","556,747,061.5100","175,919,839.0300","1,409,983,000.0000",0.0000,"92,563,529.6600","681,373,892.9100","43,268,287.8800","402,389,276.3600","370,361,197.5700","410,405,826.0800","-2,991,060.7500","133,010,157.5600","526,210,819.9000","84,736,448.0300","564,333,731.1100","25,484,930.9800","86,702,634.1800","261,690,881.7900","735,915,128.9600","362,217,863.7700","186,271,264.0000","455,536,579.5800","230,277,479.9500","64,688,191.3300","1,031,493,740.8700","2,005,176,301.8100","112,049,196.0400","877,738,992.5100","103,769,183.6700","811,052,880.3400","156,953,216.5500","28,004,429.4000","787,234,244.5200","1,171,120,009.4300","1,227,784,690.5900","287,204,457.6000","473,266,182.0000","274,032,905.3100","-41,713,900.1900","1,004,062,800.8800","217,639,584.9400","208,890,451.0400","734,974,328.9200","835,543,480.5800","1,558,364,136.4400","594,840,013.4900","-28,361,978.8500","523,469,615.9200","1,369,332,950.0000","90,129,913.8300","643,870,299.6200","1,482,086,792.9000","46,915,330.6500","1,652,598,715.8500","43,599,247.8700","277,891,642.8000","283,060,223.6400","-125,883,335.2200","53,372,025.4700","871,036.9300","-2,587,334.8300","195,787,544.0900","387,784,461.4400","515,588,925.3400","218,500,766.5200","441,730,767.3700","176,664,600.7400","164,038,857.7900","813,035,533.3200","620,849,661.9000","411,573,920.3700","858,532,101.2800","7,235,087.9800","168,111,483.7400","449,654,494.7000","135,373,276.4800","548,973,278.5900","-131,372,438.7600","663,359,864.9300","39,229,978.6900","-6,974,172.8200","118,575,341.5400","558,995,646.5300","285,334,562.2900","175,354,076.6400","357,591,126.0000","268,296,321.8300","415,289,850.7300","669,157,158.7000","788,222,260.2900","538,523,245.0700","1,344,165,257.0200","134,122,389.8700","980,594,087.6300","739,435,770.9900","1,431,021,412.9000","1,487,526,796.8000","-339,193,193.6700","-38,490,867.0000","218,791,119.8500","671,482,687.3700","1,039,773,893.8900","12,842,552.4400","53,133,992.7300","860,679,461.7900","1,351,159,105.0000","147,651,704.0000","545,138,643.6200","688,009,131.8300","250,233,902.5700","111,222,559.3600","556,249,917.8300","150,097,618.3700","290,428,676.0300","319,032,066.5600","221,878,000.0000","413,113,446.8000","115,092,099.5600","260,360,742.8300","201,148,054.5400","506,338,244.4500",0.0000,"584,467,406.1800","521,086,132.2000","866,716,000.0000","1,022,247,322.5200","44,872,942.5000","161,598,446.9900","118,201,401.9200","271,967,218.6400","1,128,927,877.1300","73,414,382.4800","201,998,076.8000","387,499,704.9100","548,683,302.3800","139,123,000.0000","150,477,092.7700","215,638,296.9000","4,074,960,000.0000","324,007,221.6400","32,713,318.7800","408,742,261.2900","39,315,501.7400","604,737,000.0000",0.0000,"294,566,707.8500",0.0000,"348,446,958.6500","236,305,366.2600","384,004,846.0000","96,367,488.4200","498,729,197.1500","632,546,276.6200","398,235,783.7300","259,805,553.1000","679,536,790.9200","1,297,765,498.0000","389,806,000.0000","807,288,962.8100",0.0000,"1,719,833,000.0000","717,664,718.6600","17,270,182.6800","320,315,603.9800","245,103,041.3700","769,220,842.0000","476,768,715.8500","373,344,651.1200","501,293,693.2200","21,408,402.0900","-63,613,095.2800","1,776,434,273.8300","661,260,621.1900","283,795,361.0000","137,610,786.1800","311,537,488.0500","121,189,091.8400","298,757,085.0000","42,201,592.4500","266,244,396.3300","1,123,883,000.0000","691,022,747.2500","1,475,403,000.0000","-28,388,736.7500","165,046,310.2400","-72,071,399.6200","130,096,566.8700","15,504,117.5900","1,058,905,622.2800","496,913,378.9800","97,310,678.5700","316,800,237.6700","207,276,346.1600","245,421,022.9600","101,141,689.3300","86,797,628.6100","120,018,938.0800","99,057,131.9000","272,797,867.0100","316,752,986.8200","55,115,793.3500","232,117,519.8300",0.0000,"266,650,218.1500","717,342,998.8300","157,847,328.3100","104,526,829.2700","108,619,352.3800","138,361,095.9800","32,318,701.5500","169,448,022.7800","7,625,912.9000","-863,919.9700","105,948,563.7900","262,391,111.5400","40,780,467.3300","369,928,708.3600","152,149,468.6200","209,614,153.5300","58,073,650.6100","231,507,335.0000","459,127,315.1700","6,774,050.6300","23,499,718.6900","220,828,192.6200",0.0000,"24,019,369.5900","64,656,642.5500","894,982,031.8400","77,702,316.6500",0.0000,0.0000,"-6,462,500.0000","44,238,676.2700",0.0000,0.0000,"29,786,964.0800","162,800,643.0000","-45,347,634.4700","57,478,999.3000","27,074,371.2600","47,657,083.8400",0.0000,0.0000,0.0000,"-22,706,346.9500",0.0000,0.0000,"146,964.4500",0.0000,"1,394,200.0000",0.0000,"12,642,000.0000","-11,673,467.9700","-108,353,716.0000","3,557,558.3900","-5,770,800.0000",0.0000,"-4,003,449.2300",0.0000,0.0000,"100,185,300.0000",0.0000,0.0000,"327,701,000.0000","-296,581,600.0000","255,899,724.7700","164,768,962.0000","139,284,512.8600","445,235,434.9800","2,529,194,813.7200","648,577,000.0000","294,967,302.6300","315,210,472.5600","93,909,013.2300","227,255,470.3900","235,005,910.0400","255,366,181.2800","35,444,892.6100","152,427,678.6800","938,078,324.7000","2,054,198,000.0000","470,098,935.3000","462,136,866.4600","93,366,275.1100","621,334,245.0500","133,225,591.7300","418,600,000.0000","244,715,020.8700","345,280,139.5700","752,991,142.4100","136,791,041.0300","306,972,578.2500","692,366,515.7100","768,844,957.6200","413,074,801.3100","188,151,774.2500","413,732,512.3400","640,333,057.1800","635,172,221.7600","551,533,613.1600","127,431,619.9100","81,831,060.4100","137,594,789.0800","356,617,190.1000","556,593,081.3300","1,013,907,810.7300","76,148,012.5100","42,216,970.9200","333,705,370.3800","466,544,155.1800","17,942,738.7300","612,086,634.0000","307,241,867.8100","730,416,405.0400","370,509,106.4500","9,743,359.7500","566,000,000.0000","79,432,045.0400","1,795,658,699.4000","55,209,340.8600","450,471,327.4800","154,462,423.8200","450,628,141.4500","305,307,689.4500","308,551,972.9600","68,360,132.5700","244,037,257.1600","538,408,035.9000","122,611,935.8300","279,516,072.3200","150,820,717.4900",0.0000,"885,452,053.0200","2,561,917,015.0800","68,592,635.0200","171,371,950.2000","239,016,439.2700","183,508,768.2800","99,533,989.7000","30,301,009.7600","36,987,252.9400","678,740,482.9700","133,864,757.2500","158,611,155.2200","403,473,711.0800","269,719,699.0900","639,588,686.1100","225,089,140.8200","1,289,548,522.1200","936,535,699.4900","176,187,622.4100","102,229,213.1000","256,017,439.3400","81,831,659.9700","51,958,012.3100","-68,686,030.0700","50,303,028.0000","15,657,165.1700","-20,382,404.2700","573,512,969.4800","321,778,696.7600","454,447,814.3200","281,677,785.4200","24,572,939.1600","686,217,457.4300","-17,834,482.0700","196,219,595.2700","49,562,880.5000","-92,562,812.5600","60,128,799.9300","60,392,643.0600","390,959,241.7400","698,256,273.0300","142,536,742.0300","224,734,929.6900","137,962,013.0000","20,687,854.2500","153,177,181.3700","158,512,122.0300","228,620,135.5700","-33,700,129.8700","580,555,945.2800","63,518,391.1600","234,316,370.2200","53,183,156.2300","398,311,999.0000","641,376,764.2800","220,893,070.0000","235,482,582.5600","-48,038,680.5100","-56,354,543.9200","189,617,632.2300","194,012,449.0000","33,025,401.2200","498,232,510.6500","15,875,844.9200","46,785,612.4700","343,731,898.0000","43,500,545.7700","73,335,637.4000","183,406,923.3100","382,558,210.4800","154,915,277.0100","52,074,478.8200","98,361,292.1700","29,168,296.8000","126,884,337.1900","446,232,377.6200","54,034,464.9400","121,886,246.6700","181,987,342.2900","706,007,595.1100","1,770,964,402.9300","576,564,169.0900","10,489,080.4600","56,849,658.8500","587,408,414.3400","769,960,506.5300","45,286,171.7300","69,830,424.8900","103,832,184.2900","40,678,794.0600","477,883,398.0100","249,808,564.8000","7,015,687.8100","7,666,296.8200","398,373,974.9100","172,333,612.7300","22,496,954.3300","251,726,723.0500","104,633,880.1700","176,880,472.5700","636,123,077.6800","1,346,331,000.0000","367,975,065.5900","105,549,333.5200","925,815,000.0000","915,865,793.0000","47,788,429.0200",0.0000,"35,092,538.3900","685,236,654.1300","74,600,554.8500","48,358,803.2400","125,920,783.6100","71,480,122.4600","202,589,460.5700","72,132,349.6900","248,993,572.3400","107,329,189.0200","74,346,151.4700","213,654,271.6400","50,957,922.8100","152,614,664.8400","261,802,926.4300","459,334,233.4900","634,044,176.3600","139,031,276.0500","92,788,458.6700","150,459,355.4800","100,984,858.9000","39,667,080.6300","37,091,353.8100","140,026,140.5200","405,918,509.9200","116,971,861.2900","77,034,222.2700","21,520,096.3800","38,713,575.2100","223,777,176.0400","15,651,719.0700","32,244,661.1000","492,478,069.1600","52,560,842.6300","4,892,370.5200","22,405,283.4800","93,692,392.4900","65,719,063.4600","154,412,909.9400","65,192,995.1100","44,913,362.1900","57,739,895.7500","-1,904,871.0900","-78,367,381.2000","114,367,050.4700","38,696,161.1600","-40,423,005.2700","186,148,484.8300","107,683,902.8100","339,650,519.0000","31,417,225.0200","87,588,372.4900","160,580,017.6000","11,031,998.5800","116,114,900.0000",0.0000,0.0000,"39,216,300.0000"
2019/6/30,"609,591,231.2300","1,415,262,539.3900","947,921,011.6300","2,685,264,000.0000","554,283,800.0000","271,725,495.7000","1,123,810,272.2000","91,836,293.7100","761,566,632.6800","765,931,325.4800","807,526,657.7200","4,578,402.6100","212,954,666.7100","812,162,588.5800","227,991,458.1300","948,055,721.3900","99,569,403.5200","238,753,668.7600","588,647,656.5800","2,434,697,649.6400","375,796,497.1700","372,186,958.9500","868,834,867.6100","514,849,131.1700","49,034,576.1400","1,070,944,473.5400","3,036,002,517.5100","161,861,853.8100","2,164,977,990.6200","198,776,323.0200","2,124,518,200.3900","557,491,913.0300","86,187,623.8900","1,324,455,446.5200","2,689,636,978.6100","2,502,700,798.6500","576,521,255.6000","929,748,712.0000","531,946,537.0400","-39,598,860.9400","2,184,858,719.0300","396,029,461.1100","341,733,563.9900","1,509,400,770.2900","2,185,119,618.5600","3,337,225,956.5200","541,459,557.9300","222,961,758.3500","972,354,485.4400","2,995,182,354.0000","256,048,805.6300","1,213,300,940.3500","2,597,218,327.2500","233,635,555.3800","2,804,037,710.1900","118,664,541.6800","558,982,427.6200","875,263,308.7800","-202,853,893.4900","293,149,830.6200","35,106,396.3800","68,808,750.1700","590,474,414.4900","741,896,809.1400","824,808,886.9200","445,173,258.6600","817,196,542.0900","451,479,701.0700","281,369,812.1000","1,730,384,822.4400","1,404,499,624.5900","1,121,362,612.2700","1,714,771,768.4300","28,101,515.9700","436,868,187.1400","995,592,393.4100","288,039,180.4000","1,101,684,772.0200","-258,465,533.9000","1,650,170,143.7900","200,226,617.3500","-20,820,303.0000","252,956,854.1300","1,087,566,537.0800","724,453,595.6300","835,080,222.4800","748,290,520.0000","692,486,948.4500","708,634,307.6000","1,356,315,220.2900","1,694,526,708.5100","1,871,980,259.3700","3,376,075,793.0900","390,904,049.9100","1,315,317,801.1300","1,319,520,007.0000","2,792,288,012.9600","3,156,743,809.7300","-248,199,701.3500","-54,904,318.0000","356,694,352.1700","884,006,293.8600","1,819,933,646.4000","18,117,665.4000","158,394,213.7900","2,122,424,138.9100","4,306,113,714.0000","1,384,597,342.0000","1,139,919,453.9800","1,273,282,167.7700","425,280,018.4900","1,104,634,165.8600","969,659,505.3400","336,772,436.1500","1,037,389,336.8600","619,471,838.5300","736,554,000.0000","809,644,001.1200","308,397,460.1500","582,714,979.7400","358,861,163.8800","1,048,952,270.7500","519,935,224.6100","713,436,348.1000","1,156,998,681.5500","1,618,027,000.0000","1,510,080,436.4600","244,096,356.0800","390,948,018.6500","929,475,021.7900","871,987,371.7100","2,298,316,624.9300","148,159,674.6500","350,109,530.8700","976,812,470.5300","1,097,759,865.6100","604,736,000.0000","400,917,700.9700","574,855,605.1400","7,031,772,000.0000","733,817,350.1300","43,730,765.9600","817,519,347.1500","74,857,501.2100","1,081,581,000.0000","286,838,319.5100","718,621,107.8800",0.0000,"874,001,482.6300","211,660,055.3400","918,529,651.0000","230,826,146.2600","822,933,526.4300","966,787,643.9800","797,967,119.6500","442,730,304.0600","1,819,816,140.0300","2,681,068,290.0000","467,920,000.0000","1,011,338,613.1500","951,205,046.3000","3,345,418,000.0000","1,772,217,732.8200","120,106,354.0700","669,688,319.1300","609,798,738.7800","1,382,065,000.0000","868,221,451.8500","694,748,292.4500","987,820,502.1400","59,007,000.9100","279,911,139.1700","3,563,246,052.3900","990,154,920.5200","481,523,089.0000","452,715,978.0400","905,885,928.0500","398,220,902.1400","752,082,059.0000","75,804,540.0000","504,782,541.1200","3,053,380,000.0000","5,264,277,260.0700","2,817,121,000.0000","70,949,713.4600","262,707,182.6400","130,025,359.8900","346,358,476.2200","47,703,130.4500","1,576,171,970.0900","1,173,536,243.7900","245,586,034.5300","678,290,295.1500","482,198,471.5600","509,102,564.1500","212,140,149.9600","121,536,955.0600","309,533,768.1600","275,613,946.7200","548,887,591.2600","692,584,298.0900","118,726,333.4100","507,357,749.9800","248,778,244.0800","543,988,535.9500","1,199,459,383.2700","254,239,502.0400","213,134,286.5000","257,170,862.8100","376,682,779.5800","86,744,903.2600","321,174,656.1200","66,284,722.7100","149,968,891.4400","275,246,999.1800","621,871,111.3300","95,554,007.9900","1,094,699,265.1200","382,959,758.5400","398,799,070.5100","219,629,047.1900","405,032,792.0000","691,366,328.4400","59,769,823.0200","144,935,885.9900","455,952,998.0700","100,003,307.0400","65,472,273.6200","203,144,763.0200","2,871,200,759.1800","180,289,535.5000",0.0000,0.0000,0.0000,"102,995,249.4800",0.0000,0.0000,"60,759,948.5800","456,394,564.0000","-69,780,167.6300","128,573,153.1500","44,863,624.9100","144,611,696.5300",0.0000,0.0000,0.0000,"-30,800,177.4200",0.0000,0.0000,"12,259,735.0000",0.0000,"20,879,792.8400",0.0000,"43,166,388.4800","29,898,147.0400","-430,177,133.0700","10,668,356.6700","8,501,266.0500","-462,695,500.0000","57,565,044.3900","14,601,600.0000",0.0000,0.0000,0.0000,"138,433,000.0000","587,054,140.2900","-354,460,385.2200","546,034,589.1800","465,824,719.0000","222,397,591.1400","1,360,082,879.2000","4,586,718,500.6400","1,518,517,000.0000","688,193,578.8600","537,233,262.4900","172,947,567.6400","471,016,614.7100","346,567,904.1300","438,497,419.3400","254,577,026.9100","3,120,705,515.2800","1,936,170,897.4500","3,116,311,000.0000","233,330,133.1700","920,915,129.4000","212,632,789.7800","2,151,525,977.0700","271,160,667.2000","734,380,000.0000","351,448,089.6400","461,047,860.1600","1,331,572,043.5300","502,403,104.7800","711,182,257.4600","915,415,911.5800","1,230,292,821.7300","715,080,280.7100","342,506,889.2900","781,333,766.2500","1,967,065,062.5500","1,839,824,713.8900","541,321,844.4100","714,308,210.1800","208,262,235.8400","342,244,385.4500","557,850,227.0100","1,245,980,633.7400","1,418,925,587.1200","169,118,146.1200","202,663,543.5500","1,214,028,670.8100","986,000,501.5200","60,279,545.6900","809,048,029.0000","638,718,069.0300","1,611,641,185.9700","551,651,488.9500","39,332,907.8800","1,862,000,000.0000","231,638,201.5500","3,749,206,644.3900","307,312,538.5500","1,003,327,839.7200","237,523,660.9000","1,503,996,606.2500","715,982,191.5500","793,367,711.2100","164,680,319.2700","661,307,679.7300","2,014,514,047.1400","389,535,161.8500","502,935,408.7700","143,244,058.8200",0.0000,"1,695,566,995.0900","8,068,834,691.2700","132,694,782.7100","434,096,387.1300","887,052,084.8700","590,164,825.7200","227,791,042.8800","215,100,112.3000","72,683,797.7200","1,111,596,433.9400","373,552,011.3400","401,784,305.2000","1,030,138,530.6700","781,028,688.5400","1,273,415,344.9200","586,161,333.0400","2,837,539,805.6300","1,683,272,537.3700","294,508,034.2900","234,099,730.5300","496,494,387.8300","257,198,038.3900","100,012,502.7400","-113,558,468.7200","92,348,202.0000","118,160,552.4700","-31,479,225.0200","801,230,254.6300","723,188,709.1300","798,965,552.0400","619,444,770.4100","66,206,607.3000","1,148,390,883.0600","326,998,341.6700","326,368,837.1600","85,017,470.9000","-107,905,193.3700","171,111,268.7800","146,695,403.3100","734,400,574.8700","1,716,946,431.0100","168,947,951.4100","524,616,705.5700","585,561,302.4000","13,786,660.5600","530,943,121.2400","409,182,237.5500","460,508,339.2000","80,659,919.3900","624,254,184.9900","98,907,807.0600","435,440,472.8600","130,364,496.8300","849,195,477.0000","977,174,147.1800","477,331,501.7700","515,186,669.9600","-67,388,735.6200","-27,817,234.6300","552,726,271.1500","547,216,338.0000","236,864,117.0700","1,058,598,718.3900","73,591,539.1300","168,546,493.4900","567,949,781.0000","-32,782,061.9800","51,704,467.9000","371,611,849.1000","801,761,126.0000","335,596,215.0200","146,784,804.6900","382,803,564.2800","76,150,908.5600","259,363,908.5400","998,783,217.3800","176,488,276.9300","477,111,385.7800","446,802,975.3200","1,260,152,766.1500","2,394,397,419.2200","1,077,252,572.0400","56,151,373.4100","263,424,529.1700","341,791,200.2900","619,388,564.5100","189,911,844.6600","239,777,201.0800","275,803,501.4900","135,903,100.1800","624,182,025.8700","552,230,454.6600","-5,452,606.2100","140,205,474.5300","281,172,604.9400","346,766,105.1700","102,048,293.4900","592,546,290.2000","250,261,630.7100","483,858,744.9000","1,107,579,241.4200","3,056,353,000.0000","610,915,289.4300","203,102,685.4800","1,608,963,000.0000","1,901,827,791.0000","70,965,677.1000",0.0000,"58,179,090.4500","1,328,897,563.8700","167,637,134.5800","169,597,774.4700","864,983,411.8500","240,585,085.8700","418,889,511.4400","158,125,162.7700","596,141,838.6100","37,597,318.6600","176,940,090.6500","532,118,838.0600","159,316,463.4800","320,865,131.7900","415,391,969.9200","960,891,270.6200","1,007,907,314.4200","215,548,939.1100","219,491,270.2700","462,308,902.0900","85,622,014.9300","128,833,995.0200","67,999,490.0600","300,456,678.2800","638,507,739.1700","232,047,767.2000","149,655,296.3900","77,576,949.5500","98,553,731.4800","445,621,471.4400","33,514,087.0200","108,838,577.3000","772,788,202.7600","159,882,737.3700","21,012,998.1100","86,657,217.4100","262,470,690.5600","156,572,401.8000","361,982,139.6300","111,144,705.8300","108,751,470.9500","133,199,670.4700","-3,491,335.6500","-116,835,349.0200","229,329,960.2800","83,040,912.5800","564,566,956.4400","360,245,091.7100","267,263,523.5400","665,639,834.0000","68,409,655.8700","174,246,810.5400","393,173,576.2400","36,513,433.0800","260,099,964.0800","309,207,265.5100","270,979,247.5000",0.0000
